,shortName,playerName,team,efficiency,8+DefendersInTheBox,avgTimeBehindLineOfScrimmage,rushingAttempts,rushingYards,averageRushYards,rushingTouchdowns,season,seasonType,week,gameId
39,D.Cook,Dalvin Cook,MIN,3.14,,2.46,12,64,5.3,0,2017,REG,2,2017091706
40,M.Lynch,Marshawn Lynch,OAK,4.31,25,3.24,12,45,3.8,1,2017,REG,2,2017091709
41,T.Gurley,Todd Gurley,LA,3.18,18.75,2.62,16,88,5.5,1,2017,REG,2,2017091711
42,S.Perine,Samaje Perine,WAS,4.07,42.86,2.72,21,67,3.2,0,2017,REG,2,2017091711
43,M.Gillislee,Mike Gillislee,NE,4.55,66.67,2.79,18,69,3.8,1,2017,REG,2,2017091705
44,I.Crowell,Isaiah Crowell,CLE,4.5,50,2.64,10,37,3.7,0,2017,REG,2,2017091700
45,L.McCoy,LeSean McCoy,BUF,16.12,25,2.53,12,9,0.8,0,2017,REG,2,2017091701
46,C.Carson,Chris Carson,SEA,3.95,25,2.78,20,93,4.7,0,2017,REG,2,2017091712
47,L.Miller,Lamar Miller,HOU,4.33,22.22,2.68,18,61,3.4,0,2017,REG,2,2017091400
48,J.Rodgers,Jacquizz Rodgers,TB,4.34,31.58,2.75,19,67,3.5,1,2017,REG,2,2017091707
49,A.Abdullah,Ameer Abdullah,DET,4.11,35.29,3.25,17,86,5.1,0,2017,REG,2,2017091800
50,F.Gore,Frank Gore,IND,4.08,50,2.83,14,46,3.3,1,2017,REG,2,2017091702
51,D.Sproles,Darren Sproles,PHI,4.22,,2.86,10,48,4.8,0,2017,REG,2,2017091704
52,C.Anderson,C.J. Anderson,DEN,3.19,4,2.34,25,118,4.7,1,2017,REG,2,2017091710
53,J.Allen,Javorius Allen,BAL,4.28,21.43,2.39,14,66,4.7,0,2017,REG,2,2017091700
54,L.Bell,Le'Veon Bell,PIT,4.73,14.81,3.09,27,87,3.2,0,2017,REG,2,2017091706
55,J.Ajayi,Jay Ajayi,MIA,4.1,10.71,2.68,28,122,4.4,0,2017,REG,2,2017091708
56,C.Johnson,Chris Johnson,ARI,4.04,18.18,2.62,11,44,4,0,2017,REG,2,2017091702
57,K.Hunt,Kareem Hunt,KC,3.08,38.46,2.77,13,81,6.2,2,2017,REG,2,2017091704
58,L.Blount,LeGarrette Blount,PHI,3.19,33.33,2.76,12,67,5.6,1,2017,REG,3,2017092409
59,F.Gore,Frank Gore,IND,5.43,24,2.57,25,57,2.3,1,2017,REG,3,2017092405
60,M.Gillislee,Mike Gillislee,NE,6.03,50,2.62,12,31,2.6,0,2017,REG,3,2017092407
61,L.Miller,Lamar Miller,HOU,3.65,50,2.58,14,56,4,0,2017,REG,3,2017092407
62,M.Tolbert,Mike Tolbert,BUF,3.72,72.73,2.87,11,41,3.7,0,2017,REG,3,2017092401
63,C.Carson,Chris Carson,SEA,4.61,9.09,2.58,11,34,3.1,0,2017,REG,3,2017092410
64,M.Ingram,Mark Ingram,NO,4.27,50,2.68,14,56,4,0,2017,REG,3,2017092402
65,L.Fournette,Leonard Fournette,JAX,4.38,58.82,2.56,17,59,3.5,1,2017,REG,3,2017092400
66,A.Abdullah,Ameer Abdullah,DET,4.93,28.57,3.14,14,47,3.4,0,2017,REG,3,2017092404
67,J.Mixon,Joe Mixon,CIN,5.04,16.67,2.82,18,62,3.4,0,2017,REG,3,2017092411
68,B.Powell,Bilal Powell,NYJ,6.65,53.33,2.49,15,37,2.5,1,2017,REG,3,2017092408
69,J.Ajayi,Jay Ajayi,MIA,10.56,9.09,2.36,11,16,1.5,0,2017,REG,3,2017092408
70,L.Bell,Le'Veon Bell,PIT,3.79,6.67,3.01,15,61,4.1,1,2017,REG,3,2017092403
71,J.Stewart,Jonathan Stewart,CAR,3.76,58.33,2.99,12,57,4.8,0,2017,REG,3,2017092402
72,T.Montgomery,Ty Montgomery,GB,4.85,25,2.75,12,35,2.9,0,2017,REG,3,2017092411
73,T.Gurley,Todd Gurley,LA,4.1,46.43,2.94,28,113,4,2,2017,REG,3,2017092100
74,T.Cohen,Tarik Cohen,CHI,3.87,,3.24,12,78,6.5,0,2017,REG,3,2017092403
75,M.Gordon,Melvin Gordon,LAC,4.19,11.76,2.94,17,79,4.6,1,2017,REG,3,2017092412
76,K.Hunt,Kareem Hunt,KC,2.21,17.65,2.94,17,172,10.1,1,2017,REG,3,2017092412
77,L.McCoy,LeSean McCoy,BUF,9.5,57.14,3.02,14,21,1.5,0,2017,REG,3,2017092401
78,W.Smallwood,Wendell Smallwood,PHI,2.96,,2.85,12,71,5.9,0,2017,REG,3,2017092409
79,D.Freeman,Devonta Freeman,ATL,3.74,47.62,2.83,21,106,5,1,2017,REG,3,2017092404
80,C.Hyde,Carlos Hyde,SF,4.26,52,2.83,25,84,3.4,2,2017,REG,3,2017092100
81,J.Howard,Jordan Howard,CHI,3.8,17.39,3.34,23,140,6.1,2,2017,REG,3,2017092403
82,I.Crowell,Isaiah Crowell,CLE,4.59,41.67,3.15,12,44,3.7,0,2017,REG,3,2017092405
83,D.Cook,Dalvin Cook,MIN,3.98,25.93,2.63,27,97,3.6,1,2017,REG,3,2017092406
84,C.Johnson,Chris Johnson,ARI,10.31,,2.86,12,17,1.4,0,2017,REG,3,2017092500
85,S.Perine,Samaje Perine,WAS,4.75,31.58,2.72,19,49,2.6,0,2017,REG,3,2017092413
86,E.Elliott,Ezekiel Elliott,DAL,4.89,36.36,2.98,22,80,3.6,1,2017,REG,3,2017092500
87,D.Murray,DeMarco Murray,TEN,2.42,64.29,2.53,14,115,8.2,1,2017,REG,3,2017092410
88,D.Henry,Derrick Henry,TEN,4.5,46.15,2.85,13,54,4.2,0,2017,REG,3,2017092410
89,B.Powell,Bilal Powell,NYJ,2.36,47.62,2.71,21,163,7.8,1,2017,REG,4,2017100108
90,C.Clement,Corey Clement,PHI,5.18,10,2.61,10,30,3,0,2017,REG,4,2017100110
91,C.Carson,Chris Carson,SEA,4.75,,3.16,12,42,3.5,0,2017,REG,4,2017100113
92,M.Ingram,Mark Ingram,NO,4.84,50,2.91,14,45,3.2,0,2017,REG,4,2017100100
93,J.Stewart,Jonathan Stewart,CAR,3.35,42.86,2.63,14,68,4.9,0,2017,REG,4,2017100107
94,J.Rodgers,Jacquizz Rodgers,TB,2.94,18.75,2.94,16,83,5.2,0,2017,REG,4,2017100111
95,C.Hyde,Carlos Hyde,SF,3.92,50,2.68,16,68,4.3,0,2017,REG,4,2017100109
96,D.Foreman,D'Onta Foreman,HOU,4.31,30.77,2.64,13,45,3.5,0,2017,REG,4,2017100105
97,J.Ajayi,Jay Ajayi,MIA,4.59,25,2.78,12,46,3.8,0,2017,REG,4,2017100100
98,A.Jones,Aaron Jones,GB,4.45,30.77,2.77,13,49,3.8,1,2017,REG,4,2017092800
99,E.Lacy,Eddie Lacy,SEA,3.47,9.09,2.61,11,52,4.7,0,2017,REG,4,2017100113
100,M.Gordon,Melvin Gordon,LAC,6.4,20,2.87,10,22,2.2,0,2017,REG,4,2017100110
101,J.Howard,Jordan Howard,CHI,5.38,66.67,2.94,18,53,2.9,1,2017,REG,4,2017092800
102,C.Anderson,C.J. Anderson,DEN,3.21,25,2.63,20,95,4.8,0,2017,REG,4,2017100112
103,J.Mixon,Joe Mixon,CIN,8.29,35.29,3.19,17,29,1.7,0,2017,REG,4,2017100103
104,D.Cook,Dalvin Cook,MIN,3.42,30.77,2.39,13,66,5.1,1,2017,REG,4,2017100106
105,W.Smallwood,Wendell Smallwood,PHI,4.53,10,2.93,10,34,3.4,1,2017,REG,4,2017100110
106,E.Elliott,Ezekiel Elliott,DAL,3.76,57.14,2.81,21,85,4,1,2017,REG,4,2017100104
107,L.Blount,LeGarrette Blount,PHI,2.49,25,2.63,16,136,8.5,0,2017,REG,4,2017100110
108,L.McCoy,LeSean McCoy,BUF,4.33,60,2.83,20,76,3.8,0,2017,REG,4,2017100101
109,D.Freeman,Devonta Freeman,ATL,5.75,27.78,3.18,18,58,3.2,1,2017,REG,4,2017100101
110,L.Bell,Le'Veon Bell,PIT,4.43,25.71,3.45,35,144,4.1,2,2017,REG,4,2017100102
111,C.Johnson,Chris Johnson,ARI,5.75,30.77,2.63,13,32,2.5,0,2017,REG,4,2017100109
112,T.Gurley,Todd Gurley,LA,3.6,4.35,2.88,23,121,5.3,0,2017,REG,4,2017100104
113,M.Gillislee,Mike Gillislee,NE,3.92,41.67,2.57,12,49,4.1,0,2017,REG,4,2017100107
114,E.McGuire,Elijah McGuire,NYJ,2.2,30,2.82,10,93,9.3,1,2017,REG,4,2017100108
115,K.Hunt,Kareem Hunt,KC,3.88,38.1,2.95,21,101,4.8,0,2017,REG,4,2017100200
116,F.Gore,Frank Gore,IND,3.22,41.67,2.55,12,46,3.8,0,2017,REG,4,2017100113
117,L.Miller,Lamar Miller,HOU,3.54,10.53,2.36,19,75,3.9,1,2017,REG,4,2017100105
118,L.Fournette,Leonard Fournette,JAX,4.12,41.67,2.5,24,86,3.6,0,2017,REG,4,2017100108
119,W.Gallman,Wayne Gallman,NYG,3.54,,2.62,11,42,3.8,0,2017,REG,4,2017100111
120,A.Abdullah,Ameer Abdullah,DET,3.48,30,3.03,20,94,4.7,1,2017,REG,4,2017100106
121,M.Lynch,Marshawn Lynch,OAK,4.35,25,2.58,12,43,3.6,1,2017,REG,5,2017100809
122,M.Breida,Matt Breida,SF,3.77,20,2.6,10,49,4.9,0,2017,REG,5,2017100803
123,D.Martin,Doug Martin,TB,2.79,23.08,2.82,13,74,5.7,1,2017,REG,5,2017100500
124,L.Blount,LeGarrette Blount,PHI,3.57,42.86,2.97,14,74,5.3,0,2017,REG,5,2017100806
125,W.Gallman,Wayne Gallman,NYG,3.38,,2.56,11,57,5.2,0,2017,REG,5,2017100805
126,A.Jones,Aaron Jones,GB,3.11,15.79,2.96,19,125,6.6,1,2017,REG,5,2017100810
127,J.Ajayi,Jay Ajayi,MIA,5.15,20,2.64,25,77,3.1,0,2017,REG,5,2017100804
128,L.Fournette,Leonard Fournette,JAX,2.74,39.29,2.55,28,181,6.5,2,2017,REG,5,2017100807
129,A.Abdullah,Ameer Abdullah,DET,5.27,40,2.81,10,31,3.1,0,2017,REG,5,2017100802
130,A.Collins,Alex Collins,BAL,4.22,16.67,3.09,12,55,4.6,0,2017,REG,5,2017100809
131,F.Gore,Frank Gore,IND,4.46,28.57,2.61,14,48,3.4,0,2017,REG,5,2017100803
132,I.Crowell,Isaiah Crowell,CLE,4.77,50,3.07,16,60,3.8,0,2017,REG,5,2017100801
133,J.Stewart,Jonathan Stewart,CAR,11.75,33.33,3.16,18,21,1.2,0,2017,REG,5,2017100802
134,D.Murray,DeMarco Murray,TEN,4.44,14.29,3.02,14,58,4.1,0,2017,REG,5,2017100804
135,L.Murray,Latavius Murray,MIN,6.22,8.33,2.86,12,31,2.6,0,2017,REG,5,2017100900
136,E.McGuire,Elijah McGuire,NYJ,8.39,9.09,3.15,11,20,1.8,0,2017,REG,5,2017100801
137,L.McCoy,LeSean McCoy,BUF,5.32,10.53,3.26,19,63,3.3,0,2017,REG,5,2017100800
138,J.Mixon,Joe Mixon,CIN,4.93,20,3.43,15,51,3.4,1,2017,REG,5,2017100800
139,J.Allen,Javorius Allen,BAL,3.61,33.33,2.5,21,73,3.5,1,2017,REG,5,2017100809
140,L.Bell,Le'Veon Bell,PIT,5.61,33.33,3.1,15,47,3.1,0,2017,REG,5,2017100807
141,M.Gordon,Melvin Gordon,LAC,3.56,20,2.79,20,105,5.3,0,2017,REG,5,2017100805
142,L.Miller,Lamar Miller,HOU,2.99,6.67,2.58,15,74,4.9,0,2017,REG,5,2017100811
143,E.Elliott,Ezekiel Elliott,DAL,3.85,20.69,2.88,29,116,4,0,2017,REG,5,2017100810
144,T.Gurley,Todd Gurley,LA,5.78,14.29,2.85,14,43,3.1,0,2017,REG,5,2017100808
145,J.McKinnon,Jerick McKinnon,MIN,3.48,12.5,2.79,16,95,5.9,1,2017,REG,5,2017100900
146,J.Howard,Jordan Howard,CHI,5.82,52.63,3.08,19,76,4,0,2017,REG,5,2017100900
147,M.Gillislee,Mike Gillislee,NE,3.71,16.67,2.55,12,52,4.3,0,2017,REG,5,2017100500
148,K.Hunt,Kareem Hunt,KC,4.97,44.83,3.34,29,107,3.7,0,2017,REG,5,2017100811
149,C.Thompson,Chris Thompson,WAS,7.5,12.5,2.87,16,33,2.1,0,2017,REG,6,2017101506
150,D.Henry,Derrick Henry,TEN,3.27,42.11,3.3,19,131,6.9,1,2017,REG,6,2017101600
151,C.Hyde,Carlos Hyde,SF,7.97,76.92,2.85,13,28,2.2,2,2017,REG,6,2017101506
152,D.Lewis,Dion Lewis,NE,3.47,45.45,2.84,11,52,4.7,1,2017,REG,6,2017101505
153,M.Ingram,Mark Ingram,NO,3.86,28,2.84,25,114,4.6,2,2017,REG,6,2017101504
154,L.Murray,Latavius Murray,MIN,7.88,40,2.75,15,28,1.9,0,2017,REG,6,2017101503
155,D.Murray,DeMarco Murray,TEN,4.55,16.67,2.76,12,40,3.3,1,2017,REG,6,2017101600
156,E.McGuire,Elijah McGuire,NYJ,7.42,20,3.16,10,22,2.2,0,2017,REG,6,2017101505
157,L.Miller,Lamar Miller,HOU,4.75,26.67,2.85,15,41,2.7,0,2017,REG,6,2017101502
158,F.Gore,Frank Gore,IND,3.14,20,2.53,10,49,4.9,0,2017,REG,6,2017101600
159,J.McKinnon,Jerick McKinnon,MIN,5.04,6.67,2.9,15,69,4.6,1,2017,REG,6,2017101503
160,L.Fournette,Leonard Fournette,JAX,3.15,57.14,2.92,21,130,6.2,1,2017,REG,6,2017101508
161,L.Blount,LeGarrette Blount,PHI,3.47,42.86,2.74,14,67,4.8,0,2017,REG,6,2017101200
162,A.Collins,Alex Collins,BAL,4.76,,3.27,15,74,4.9,0,2017,REG,6,2017101501
163,T.Montgomery,Ty Montgomery,GB,5.7,,3.07,10,28,2.8,0,2017,REG,6,2017101503
164,L.Bell,Le'Veon Bell,PIT,3.46,21.88,3.27,32,179,5.6,1,2017,REG,6,2017101509
165,A.Abdullah,Ameer Abdullah,DET,4.68,,3.22,14,54,3.9,0,2017,REG,6,2017101504
166,T.Cohen,Tarik Cohen,CHI,8.14,21.43,2.96,14,32,2.3,0,2017,REG,6,2017101501
167,A.Jones,Aaron Jones,GB,4.99,,2.86,13,41,3.2,0,2017,REG,6,2017101503
168,A.Kamara,Alvin Kamara,NO,3.31,20,3.1,10,75,7.5,0,2017,REG,6,2017101504
169,J.Howard,Jordan Howard,CHI,4.37,36.11,3.03,36,167,4.6,0,2017,REG,6,2017101501
170,O.Darkwa,Orleans Darkwa,NYG,2.95,80.95,2.98,21,117,5.6,0,2017,REG,6,2017101511
171,I.Crowell,Isaiah Crowell,CLE,3.53,33.33,3.17,12,58,4.8,0,2017,REG,6,2017101502
172,J.Allen,Javorius Allen,BAL,2.74,20,2.09,10,49,4.9,0,2017,REG,6,2017101501
173,M.Lynch,Marshawn Lynch,OAK,3.36,30.77,2.58,13,63,4.8,0,2017,REG,6,2017101510
174,A.Peterson,Adrian Peterson,ARI,3.91,19.23,2.75,26,134,5.2,2,2017,REG,6,2017101507
175,T.Gurley,Todd Gurley,LA,3.24,21.74,2.64,23,116,5,0,2017,REG,6,2017101508
176,D.Foreman,D'Onta Foreman,HOU,3.32,16.67,2.77,12,59,4.9,0,2017,REG,6,2017101502
177,J.Ajayi,Jay Ajayi,MIA,3.54,50,2.63,26,130,5,0,2017,REG,6,2017101500
178,M.Gillislee,Mike Gillislee,NE,2.93,40,2.28,10,44,4.4,0,2017,REG,6,2017101505
179,D.Martin,Doug Martin,TB,4.05,21.43,2.81,14,53,3.8,1,2017,REG,6,2017101507
180,M.Gordon,Melvin Gordon,LAC,4.61,20,2.46,25,83,3.3,1,2017,REG,6,2017101510
181,A.Jones,Aaron Jones,GB,2.92,29.41,2.73,17,131,7.7,1,2017,REG,7,2017102203
182,J.McKinnon,Jerick McKinnon,MIN,4.21,42.86,2.97,14,47,3.4,0,2017,REG,7,2017102207
183,D.Murray,DeMarco Murray,TEN,4.65,50,2.67,18,59,3.3,0,2017,REG,7,2017102202
184,M.Brown,Malcolm Brown,LA,3.76,,2.35,11,48,4.4,0,2017,REG,7,2017102205
185,L.McCoy,LeSean McCoy,BUF,4.24,26.09,2.82,23,91,4,2,2017,REG,7,2017102200
186,J.Ajayi,Jay Ajayi,MIA,6.63,30.43,2.71,23,51,2.2,0,2017,REG,7,2017102206
187,L.Blount,LeGarrette Blount,PHI,7.01,35.71,2.73,14,29,2.1,0,2017,REG,7,2017102300
188,L.Bell,Le'Veon Bell,PIT,4.27,17.14,2.92,35,134,3.8,0,2017,REG,7,2017102208
189,M.Ingram,Mark Ingram,NO,3.59,50,2.5,22,105,4.8,1,2017,REG,7,2017102203
190,M.Gordon,Melvin Gordon,LAC,6.54,66.67,2.74,18,38,2.1,0,2017,REG,7,2017102210
191,K.Hunt,Kareem Hunt,KC,3.24,5.56,2.95,18,87,4.8,0,2017,REG,7,2017101900
192,D.Martin,Doug Martin,TB,6.16,15,3.02,20,49,2.5,0,2017,REG,7,2017102200
193,A.Collins,Alex Collins,BAL,5.44,10,3.23,10,30,3,0,2017,REG,7,2017102207
194,I.Crowell,Isaiah Crowell,CLE,6.63,17.65,2.62,17,35,2.1,0,2017,REG,7,2017102202
195,C.Ivory,Chris Ivory,JAX,4.56,64.71,2.59,17,47,2.8,1,2017,REG,7,2017102204
196,C.Anderson,C.J. Anderson,DEN,3.61,10,2.57,10,44,4.4,0,2017,REG,7,2017102210
197,L.Murray,Latavius Murray,MIN,2.55,27.78,2.69,18,113,6.3,1,2017,REG,7,2017102207
198,E.Lacy,Eddie Lacy,SEA,5.28,18.18,2.71,11,34,3.1,0,2017,REG,7,2017102211
199,E.Elliott,Ezekiel Elliott,DAL,3.32,23.08,2.78,26,147,5.7,2,2017,REG,7,2017102209
200,T.Gurley,Todd Gurley,LA,3.39,18.18,2.55,22,106,4.8,1,2017,REG,7,2017102205
201,T.Rawls,Thomas Rawls,SEA,5.37,27.27,2.93,11,36,3.3,0,2017,REG,7,2017102211
202,D.Freeman,Devonta Freeman,ATL,3.2,,2.76,12,72,6,0,2017,REG,7,2017102212
203,D.Lewis,Dion Lewis,NE,2.93,53.85,2.7,13,76,5.8,0,2017,REG,7,2017102212
204,D.Henry,Derrick Henry,TEN,13.45,38.46,2.56,13,13,1,0,2017,REG,7,2017102202
205,A.Peterson,Adrian Peterson,ARI,7.06,45.45,2.7,11,21,1.9,0,2017,REG,7,2017102205
206,J.Howard,Jordan Howard,CHI,5.27,57.14,2.32,21,65,3.1,0,2017,REG,7,2017102201
207,C.Hyde,Carlos Hyde,SF,3.76,21.43,2.86,14,68,4.9,0,2017,REG,7,2017102209
208,J.Stewart,Jonathan Stewart,CAR,4.68,28.57,2.69,14,48,3.4,0,2017,REG,7,2017102201
209,D.Freeman,Devonta Freeman,ATL,4.17,16.67,2.92,12,41,3.4,0,2017,REG,8,2017102905
210,J.Mixon,Joe Mixon,CIN,8.94,45.45,3.52,11,18,1.6,0,2017,REG,8,2017102902
211,L.Blount,LeGarrette Blount,PHI,5.87,37.5,2.79,16,48,3,1,2017,REG,8,2017102906
212,B.Powell,Bilal Powell,NYJ,5.84,28.57,3,14,33,2.4,0,2017,REG,8,2017102905
213,D.Lewis,Dion Lewis,NE,4.12,20,2.54,15,44,2.9,0,2017,REG,8,2017102903
214,C.Clement,Corey Clement,PHI,3.39,50,2.88,10,54,5.4,0,2017,REG,8,2017102906
215,C.Anderson,C.J. Anderson,DEN,3.23,13.33,2.43,15,78,5.2,0,2017,REG,8,2017103000
216,A.Abdullah,Ameer Abdullah,DET,7.21,27.27,3.26,11,27,2.5,0,2017,REG,8,2017102910
217,E.Elliott,Ezekiel Elliott,DAL,3.1,30.3,2.79,33,150,4.5,2,2017,REG,8,2017102909
218,J.Howard,Jordan Howard,CHI,4.14,73.91,2.98,23,102,4.4,0,2017,REG,8,2017102904
219,C.Hyde,Carlos Hyde,SF,7.42,41.67,2.96,12,25,2.1,0,2017,REG,8,2017102906
220,A.Collins,Alex Collins,BAL,3.44,33.33,3.36,18,113,6.3,0,2017,REG,8,2017102600
221,K.Hunt,Kareem Hunt,KC,8.11,54.55,3.16,22,46,2.1,0,2017,REG,8,2017103000
222,M.Gillislee,Mike Gillislee,NE,4.19,72.73,2.53,11,34,3.1,0,2017,REG,8,2017102903
223,J.McKinnon,Jerick McKinnon,MIN,5.8,28.57,3,14,50,3.6,1,2017,REG,8,2017102900
224,D.Martin,Doug Martin,TB,4.26,27.78,2.91,18,71,3.9,0,2017,REG,8,2017102907
225,L.McCoy,LeSean McCoy,BUF,3.15,48.15,2.66,27,151,5.6,1,2017,REG,8,2017102901
226,M.Gordon,Melvin Gordon,LAC,2.3,14.29,2.59,14,132,9.4,1,2017,REG,8,2017102903
227,J.Ajayi,Jay Ajayi,MIA,7.68,38.46,2.91,13,23,1.8,0,2017,REG,8,2017102600
228,I.Crowell,Isaiah Crowell,CLE,3.1,18.18,2.59,11,64,5.8,1,2017,REG,8,2017102900
229,L.Miller,Lamar Miller,HOU,4.96,19.05,2.47,21,54,2.6,1,2017,REG,8,2017102908
230,L.Bell,Le'Veon Bell,PIT,4.75,44,2.89,25,76,3,1,2017,REG,8,2017102910
231,J.Allen,Javorius Allen,BAL,3.95,41.18,2.48,17,55,3.2,0,2017,REG,8,2017102600
232,T.Coleman,Tevin Coleman,ATL,2.79,50,2.65,14,82,5.9,0,2017,REG,8,2017102905
233,L.Murray,Latavius Murray,MIN,6.4,31.58,2.57,19,39,2.1,0,2017,REG,8,2017102900
234,J.Stewart,Jonathan Stewart,CAR,5.2,54.55,2.62,11,34,3.1,1,2017,REG,8,2017102907
235,M.Mack,Marlon Mack,IND,7.14,27.27,3.08,11,27,2.5,0,2017,REG,8,2017102902
236,F.Gore,Frank Gore,IND,2.81,18.75,2.5,16,82,5.1,0,2017,REG,8,2017102902
237,M.Ingram,Mark Ingram,NO,3.71,22.22,2.59,18,75,4.2,1,2017,REG,8,2017102904
238,A.Abdullah,Ameer Abdullah,DET,6.78,9.52,3.23,21,48,2.3,1,2017,REG,9,2017110600
239,A.Collins,Alex Collins,BAL,4.87,30.77,2.87,13,43,3.3,0,2017,REG,9,2017110506
240,M.Brown,Malcolm Brown,LA,4.71,33.33,2.9,15,57,3.8,0,2017,REG,9,2017110504
241,P.Barber,Peyton Barber,TB,4.86,45.45,3.06,11,34,3.1,0,2017,REG,9,2017110503
242,E.Elliott,Ezekiel Elliott,DAL,4.61,33.33,2.73,27,93,3.4,1,2017,REG,9,2017110509
243,C.Ivory,Chris Ivory,JAX,4.36,50,2.57,20,70,3.5,0,2017,REG,9,2017110502
244,C.Hyde,Carlos Hyde,SF,4.55,50,2.73,12,41,3.4,0,2017,REG,9,2017110507
245,J.Mixon,Joe Mixon,CIN,5.55,30.77,2.35,13,31,2.4,1,2017,REG,9,2017110502
246,D.Freeman,Devonta Freeman,ATL,3.4,45.45,2.31,11,46,4.2,0,2017,REG,9,2017110500
247,J.Stewart,Jonathan Stewart,CAR,7.62,72.73,2.81,11,21,1.9,0,2017,REG,9,2017110500
248,T.Yeldon,T.J. Yeldon,JAX,3.83,18.18,2.33,11,41,3.7,0,2017,REG,9,2017110502
