,shortName,playerName,team,efficiency,8+DefendersInTheBox,avgTimeBehindLineOfScrimmage,rushingAttempts,rushingYards,averageRushYards,rushingTouchdowns,season,seasonType,week,gameId
501,I.Crowell,Isaiah Crowell,CLE,8.51,53.33,2.47,15,21,1.4,0,2017,REG,17,2017123109
502,M.Brown,Malcolm Brown,LA,3.88,,2.83,14,54,3.9,0,2017,REG,17,2017123114
503,M.Breida,Matt Breida,SF,3.69,8.33,2.87,12,72,6,0,2017,REG,17,2017123114
504,M.Lynch,Marshawn Lynch,OAK,2.96,31.58,2.6,19,101,5.3,0,2017,REG,17,2017123113
505,K.Bibbs,Kapri Bibbs,WAS,4.33,8.33,2.72,12,47,3.9,0,2017,REG,17,2017123107
506,A.Collins,Alex Collins,BAL,4.93,15,3.57,20,78,3.9,1,2017,REG,17,2017123101
507,L.McCoy,LeSean McCoy,BUF,19.21,63.64,3.47,11,10,0.9,0,2017,REG,17,2017123104
508,G.Bernard,Giovani Bernard,CIN,3.18,10,3.15,10,52,5.2,0,2017,REG,17,2017123101
509,T.Coleman,Tevin Coleman,ATL,9.25,9.09,3.04,11,23,2.1,0,2017,REG,17,2017123100
510,L.Fournette,Leonard Fournette,JAX,3.83,31.58,2.71,19,69,3.6,0,2017,REG,17,2017123111
511,E.Elliott,Ezekiel Elliott,DAL,4.63,51.85,3.41,27,103,3.8,0,2017,REG,17,2017123108
512,O.Darkwa,Orleans Darkwa,NYG,2.19,45,2.26,20,154,7.7,1,2017,REG,17,2017123107
513,C.Hyde,Carlos Hyde,SF,3.77,26.67,3.25,15,90,6,2,2017,REG,17,2017123114
514,C.Anderson,C.J. Anderson,DEN,4.26,16.67,2.69,18,61,3.4,0,2017,REG,17,2017123112
515,F.Gore,Frank Gore,IND,3.53,45.83,2.59,24,100,4.2,0,2017,REG,17,2017123103
516,D.Freeman,Devonta Freeman,ATL,8.08,36.36,2.97,11,23,2.1,0,2017,REG,17,2017123100
517,K.Drake,Kenyan Drake,MIA,3.14,7.14,2.69,14,75,5.4,0,2017,REG,17,2017123104
518,B.Powell,Bilal Powell,NYJ,5.42,15.38,3.42,13,46,3.5,0,2017,REG,17,2017123106
519,D.Lewis,Dion Lewis,NE,4.49,38.46,2.7,26,93,3.6,1,2017,REG,17,2017123106
520,K.Williams,Kerwynn Williams,ARI,4.57,30.43,2.67,23,75,3.3,0,2017,REG,17,2017123115
521,M.Ingram,Mark Ingram,NO,5.45,46.15,2.95,13,35,2.7,0,2017,REG,17,2017123110
