,shortName,playerName,team,efficiency,8+DefendersInTheBox,avgTimeBehindLineOfScrimmage,rushingAttempts,rushingYards,averageRushYards,rushingTouchdowns,season,seasonType,week,gameId
161,D.Washington,DeAndre Washington,OAK,2.88,,2.44,10,49,4.9,0,2016,REG,6,2016101609
162,J.Ajayi,Jay Ajayi,MIA,2.9,32,2.72,25,204,8.2,2,2016,REG,6,2016101603
163,J.Howard,Jordan Howard,CHI,6.97,40,2.8,15,35,2.3,1,2016,REG,6,2016101601
164,T.West,Terrance West,BAL,4.51,34.78,2.76,23,87,3.8,2,2016,REG,6,2016101606
165,C.Hyde,Carlos Hyde,SF,4.34,,2.79,14,52,3.7,0,2016,REG,6,2016101600
166,C.Michael,Christine Michael,SEA,4.67,38.89,2.91,18,64,3.6,2,2016,REG,6,2016101611
167,D.Johnson,David Johnson,ARI,2.38,31.82,2.88,22,111,5,3,2016,REG,6,2016101700
168,E.Elliott,Ezekiel Elliott,DAL,3.34,57.14,2.67,28,157,5.6,0,2016,REG,6,2016101610
169,L.Bell,Le'Veon Bell,PIT,3.44,10,2.95,10,53,5.3,0,2016,REG,6,2016101603
170,F.Gore,Frank Gore,IND,3.12,4.55,2.28,22,106,4.8,0,2016,REG,6,2016101612
171,L.McCoy,LeSean McCoy,BUF,3.27,15.79,2.79,19,140,7.4,3,2016,REG,6,2016101600
172,G.Bernard,Giovani Bernard,CIN,4.75,13.33,2.9,15,49,3.3,0,2016,REG,6,2016101604
173,T.Gurley,Todd Gurley,LA,3.34,21.43,1.98,14,58,4.1,0,2016,REG,6,2016101602
174,D.Freeman,Devonta Freeman,ATL,5.31,50,3.08,12,40,3.3,0,2016,REG,6,2016101611
175,D.Murray,DeMarco Murray,TEN,5.82,33.33,2.76,21,65,3.1,1,2016,REG,6,2016101607
176,M.Jones,Matt Jones,WAS,2.82,43.75,2.77,16,135,8.4,1,2016,REG,6,2016101608
177,C.Ivory,Chris Ivory,JAX,5.57,27.27,2.94,11,32,2.9,1,2016,REG,6,2016101601
178,Z.Zenner,Zach Zenner,DET,4.28,28.57,2.62,14,58,4.1,0,2016,REG,6,2016101602
179,T.Gurley,Todd Gurley,LA,4.4,20,2.37,15,57,3.8,0,2016,REG,7,2016102300
180,A.Blue,Alfred Blue,HOU,3.29,18.18,2.17,11,63,5.7,0,2016,REG,7,2016102400
181,J.Rodgers,Jacquizz Rodgers,TB,2.92,38.46,2.66,26,154,5.9,0,2016,REG,7,2016102310
182,D.Harris,DuJuan Harris,SF,5.47,27.27,2.91,11,39,3.5,0,2016,REG,7,2016102310
183,C.Michael,Christine Michael,SEA,4.86,18.75,2.3,16,52,3.3,0,2016,REG,7,2016102312
184,L.Murray,Latavius Murray,OAK,4.52,66.67,2.68,18,59,3.3,2,2016,REG,7,2016102303
185,P.Barber,Peyton Barber,TB,2.62,50,2.7,12,84,7,1,2016,REG,7,2016102310
186,K.Carey,Ka'Deem Carey,CHI,3.86,60,2.62,10,48,4.8,0,2016,REG,7,2016102000
187,M.Forte,Matt Forte,NYJ,4.94,36.67,2.74,30,100,3.3,1,2016,REG,7,2016102306
188,L.Bell,Le'Veon Bell,PIT,5,4.76,3.34,21,81,3.9,0,2016,REG,7,2016102311
189,M.Jones,Matt Jones,WAS,4.76,40,2.7,10,27,2.7,0,2016,REG,7,2016102302
190,J.Ajayi,Jay Ajayi,MIA,2.69,35.71,2.66,28,214,7.6,1,2016,REG,7,2016102305
191,I.Crowell,Isaiah Crowell,CLE,3.19,8.33,2.08,12,63,5.3,1,2016,REG,7,2016102301
192,J.McKinnon,Jerick McKinnon,MIN,4.04,45.45,2.79,11,43,3.9,0,2016,REG,7,2016102307
193,F.Gore,Frank Gore,IND,4.02,29.41,2.18,17,58,3.4,0,2016,REG,7,2016102308
194,R.Jennings,Rashad Jennings,NYG,6.16,,2.12,13,25,1.9,1,2016,REG,7,2016102300
195,D.Booker,Devontae Booker,DEN,3.32,29.41,2.08,17,83,4.9,1,2016,REG,7,2016102400
196,C.Anderson,C.J. Anderson,DEN,2.97,37.5,2.09,16,107,6.7,1,2016,REG,7,2016102400
197,M.Asiata,Matt Asiata,MIN,3.41,16.67,2.41,12,55,4.6,0,2016,REG,7,2016102307
198,R.Mathews,Ryan Mathews,PHI,5.15,21.43,2.65,14,56,4,0,2016,REG,7,2016102307
199,D.Johnson,David Johnson,ARI,4.36,21.21,2.78,33,113,3.4,0,2016,REG,7,2016102312
200,S.Ware,Spencer Ware,KC,4.52,29.41,2.98,17,77,4.5,0,2016,REG,7,2016102304
201,L.Blount,LeGarrette Blount,NE,3.22,20.83,2.61,24,127,5.3,2,2016,REG,7,2016102311
202,D.Murray,DeMarco Murray,TEN,4.61,44,2.77,25,103,4.1,1,2016,REG,7,2016102308
203,L.Miller,Lamar Miller,HOU,3.44,54.55,2.38,11,61,5.5,0,2016,REG,7,2016102400
204,C.Thompson,Chris Thompson,WAS,3.68,,3.18,12,73,6.1,0,2016,REG,7,2016102302
205,D.Freeman,Devonta Freeman,ATL,4.8,33.33,2.81,15,58,3.9,0,2016,REG,7,2016102309
206,M.Gordon,Melvin Gordon,LAC,4.52,50,2.64,22,68,3.1,2,2016,REG,7,2016102309
207,M.Ingram,Mark Ingram,NO,4.31,,2.66,16,62,3.9,0,2016,REG,7,2016102304
208,G.Bernard,Giovani Bernard,CIN,4.07,5.88,2.33,17,80,4.7,1,2016,REG,7,2016102301
209,D.Freeman,Devonta Freeman,ATL,5.55,27.27,3.24,11,35,3.2,1,2016,REG,8,2016103001
210,M.Forte,Matt Forte,NYJ,4.85,12,2.73,25,82,3.3,2,2016,REG,8,2016103003
211,G.Bernard,Giovani Bernard,CIN,4.31,,2.75,11,52,4.7,1,2016,REG,8,2016103000
212,D.Johnson,David Johnson,ARI,6.78,10,3.14,10,24,2.4,0,2016,REG,8,2016103009
213,J.Stewart,Jonathan Stewart,CAR,4,36,2.65,25,95,3.8,2,2016,REG,8,2016103009
214,D.Booker,Devontae Booker,DEN,5.05,63.16,2.76,19,54,2.8,1,2016,REG,8,2016103008
215,I.Crowell,Isaiah Crowell,CLE,4.62,45.45,2.62,11,29,2.6,1,2016,REG,8,2016103003
216,D.Henry,Derrick Henry,TEN,4.8,50,2.56,16,60,3.8,1,2016,REG,8,2016102700
217,J.Howard,Jordan Howard,CHI,3.31,42.31,2.79,26,153,5.9,1,2016,REG,8,2016103100
218,E.Elliott,Ezekiel Elliott,DAL,3.81,13.64,2.72,22,96,4.4,0,2016,REG,8,2016103010
219,J.Hill,Jeremy Hill,CIN,4.3,5,2.42,20,76,3.8,1,2016,REG,8,2016103000
220,L.Miller,Lamar Miller,HOU,5.28,17.65,2.29,17,56,3.3,1,2016,REG,8,2016103004
221,M.Asiata,Matt Asiata,MIN,4.31,7.14,2.34,14,42,3,0,2016,REG,8,2016103100
222,M.Gillislee,Mike Gillislee,BUF,2.99,50,2.7,12,85,7.1,1,2016,REG,8,2016103002
223,T.Riddick,Theo Riddick,DET,4.45,,2.99,11,56,5.1,0,2016,REG,8,2016103004
224,L.Blount,LeGarrette Blount,NE,5.83,11.11,2.82,18,43,2.4,1,2016,REG,8,2016103002
225,D.Murray,DeMarco Murray,TEN,4.29,42.86,3.19,21,123,5.9,1,2016,REG,8,2016102700
226,D.Sproles,Darren Sproles,PHI,3.78,13.33,3.03,15,86,5.7,0,2016,REG,8,2016103010
227,C.Michael,Christine Michael,SEA,4.19,30,2.56,10,40,4,1,2016,REG,8,2016103006
228,C.West,Charcandrick West,KC,4.68,28.57,2.97,14,52,3.7,0,2016,REG,8,2016103005
229,T.Hightower,Tim Hightower,NO,3.76,38.46,2.6,26,102,3.9,0,2016,REG,8,2016103006
230,R.Kelley,Rob Kelley,WAS,4.14,19.05,2.66,21,87,4.1,1,2016,REG,8,2016103000
231,M.Gordon,Melvin Gordon,LAC,3.71,56.52,2.6,23,111,4.8,0,2016,REG,8,2016103008
232,J.Rodgers,Jacquizz Rodgers,TB,4.12,26.32,2.62,19,69,3.6,1,2016,REG,8,2016103007
233,L.Murray,Latavius Murray,OAK,3.69,27.27,2.67,11,48,4.4,0,2016,REG,8,2016103007
234,C.Ivory,Chris Ivory,JAX,3.23,5.56,3.01,18,107,5.9,0,2016,REG,9,2016110603
235,J.Stewart,Jonathan Stewart,CAR,6.13,13.33,3.27,15,42,2.8,0,2016,REG,9,2016110607
236,R.Jennings,Rashad Jennings,NYG,5.29,,2.16,11,26,2.4,0,2016,REG,9,2016110606
237,D.Murray,DeMarco Murray,TEN,4.52,21.43,2.86,14,51,3.6,1,2016,REG,9,2016110610
238,L.Bell,Le'Veon Bell,PIT,6.69,21.43,2.87,14,32,2.3,0,2016,REG,9,2016110601
239,T.Riddick,Theo Riddick,DET,4.01,21.43,3.11,14,70,5,0,2016,REG,9,2016110605
240,P.Barber,Peyton Barber,TB,5.36,18.18,2.94,11,31,2.8,0,2016,REG,9,2016110300
241,D.Sproles,Darren Sproles,PHI,4.34,7.69,2.92,13,57,4.4,0,2016,REG,9,2016110606
242,L.McCoy,LeSean McCoy,BUF,4.96,52.38,3.28,21,85,4,0,2016,REG,9,2016110700
243,F.Gore,Frank Gore,IND,5.11,36.84,2.72,19,60,3.2,2,2016,REG,9,2016110609
244,T.Gurley,Todd Gurley,LA,3.96,25,2.66,12,48,4,0,2016,REG,9,2016110607
245,T.Hightower,Tim Hightower,NO,3.68,30.43,2.43,23,87,3.8,1,2016,REG,9,2016110608
246,C.West,Charcandrick West,KC,5.28,15.38,3.03,13,39,3,0,2016,REG,9,2016110603
247,M.Forte,Matt Forte,NYJ,2.39,8.33,2.7,12,92,7.7,1,2016,REG,9,2016110604
248,E.Elliott,Ezekiel Elliott,DAL,4.31,33.33,3.35,18,92,5.1,2,2016,REG,9,2016110602
249,D.Booker,Devontae Booker,DEN,5.31,,2.26,10,22,2.2,0,2016,REG,9,2016110600
250,P.Perkins,Paul Perkins,NYG,4.64,,2.38,11,32,2.9,0,2016,REG,9,2016110606
