,shortName,playerName,team,position,averageCushion,averageSeparation,averageTargetedAirYards,shareOfTeamAirYards,receptions,targets,catchPercentage,receivingYards,receivingTouchdowns,avgYAC,expectedAvgYAC,avgYACAboveExpectation,season
43,E.Engram,Evan Engram,NYG,TE,6.1,4.4,5.1,7.62,45,64,70.31,577,3,9,6.7,2.3,2018
44,G.Everett,Gerald Everett,LAR,TE,6,3.9,6.6,6.56,32,49,65.31,313,3,4.5,5,-0.5,2018
45,A.Cooper,Amari Cooper,DAL,WR,6,2.9,9.9,26.5,75,107,70.09,1005,7,5.7,4.2,1.6,2018
46,I.Thomas,Ian Thomas,CAR,TE,6,3.4,6.3,7.46,36,49,73.47,333,2,4.4,5,-0.5,2018
47,J.Wright,Jarius Wright,CAR,WR,6,3.2,5.7,8.17,43,59,72.88,447,1,5,4.9,0.1,2018
48,D.Thomas,Demaryius Thomas,HOU,WR,5.9,3,10.4,21.07,59,89,66.29,677,5,4.9,5.3,-0.4,2018
49,S.Diggs,Stefon Diggs,MIN,WR,5.9,2.7,8.9,29.55,102,149,68.46,1021,9,4.3,4.3,0,2018
50,D.Moncrief,Donte Moncrief,JAX,WR,5.9,2.2,12.8,30.91,48,89,53.93,672,3,5.1,4,1.2,2018
51,C.Beasley,Cole Beasley,DAL,WR,5.9,2.9,7.4,16.1,65,87,74.71,672,3,3.4,3.8,-0.4,2018
52,T.Hilton,T.Y. Hilton,IND,WR,5.9,2.3,11.3,27.58,76,120,63.33,1270,6,6.2,6.2,0,2018
53,S.Shepard,Sterling Shepard,NYG,WR,5.9,3.1,10.4,25.96,66,107,61.68,872,4,5.2,5.5,-0.3,2018
54,T.Hill,Tyreek Hill,KC,WR,5.9,3.1,14.8,38.35,87,137,63.5,1479,12,6.4,5.8,0.6,2018
55,J.Nelson,Jordy Nelson,OAK,WR,5.8,2.7,9,21.78,63,88,71.59,739,3,4.1,4,0.2,2018
56,M.Goodwin,Marquise Goodwin,SF,WR,5.8,3,14.2,15.89,23,44,52.27,395,4,5.9,4.1,1.8,2018
57,R.Switzer,Ryan Switzer,PIT,WR,5.8,3.5,3.2,2.67,36,44,81.82,253,1,4.1,5.1,-1.1,2018
58,A.Thielen,Adam Thielen,MIN,WR,5.8,2.9,9.6,32.76,113,153,73.86,1373,9,3.9,3.9,0,2018
59,K.Rudolph,Kyle Rudolph,MIN,TE,5.8,3.5,6.9,12.58,64,82,78.05,634,4,4,4.5,-0.4,2018
60,T.Burton,Trey Burton,CHI,TE,5.8,3.4,8.1,13.72,54,76,71.05,569,6,3.7,4.2,-0.5,2018
61,E.Ebron,Eric Ebron,IND,TE,5.8,3.4,9.9,22.01,66,110,60,750,13,3.9,4.3,-0.5,2018
62,C.Herndon,Chris Herndon,NYJ,TE,5.7,3.1,10,12.07,39,56,69.64,502,4,5.1,4.8,0.4,2018
63,N.Vannett,Nick Vannett,SEA,TE,5.7,3.7,6.1,6.78,29,43,67.44,269,3,5.2,5,0.2,2018
64,Z.Pascal,Zach Pascal,IND,WR,5.7,2.4,9.6,8.95,27,46,58.7,268,2,3.1,3.4,-0.3,2018
65,M.Sanu,Mohamed Sanu,ATL,WR,5.7,3,7.9,14.23,66,94,70.21,838,4,6.1,5.3,0.8,2018
66,J.Jones,Julio Jones,ATL,WR,5.7,2.5,14,45.64,113,170,66.47,1677,8,4.2,3.8,0.4,2018
67,M.Evans,Mike Evans,TB,WR,5.7,2.1,15.7,32.8,86,138,62.32,1524,8,3.8,3.6,0.1,2018
68,J.Brown,John Brown,BAL,WR,5.7,2.3,16.3,33.83,42,97,43.3,717,5,4.1,3.5,0.6,2018
69,C.Rogers,Chester Rogers,IND,WR,5.7,3.6,6.4,9.34,53,72,73.61,485,2,5.1,5.9,-0.8,2018
70,B.Cooks,Brandin Cooks,LAR,WR,5.7,2.7,12.9,30.8,80,117,68.38,1204,5,4.5,4.8,-0.3,2018
71,J.Heuerman,Jeff Heuerman,DEN,TE,5.7,3.3,5.7,6.24,31,48,64.58,281,2,5,5.7,-0.7,2018
72,R.Grant,Ryan Grant,IND,WR,5.7,2.6,9.5,10.05,35,52,67.31,334,1,2.7,3.4,-0.7,2018
73,J.Landry,Jarvis Landry,CLE,WR,5.7,3.3,10.8,30.3,81,149,54.36,976,4,3.8,4.7,-0.9,2018
74,C.Brate,Cameron Brate,TB,TE,5.6,2.9,8.7,6.46,30,49,61.22,289,6,2.1,2.4,-0.3,2018
75,T.Boyd,Tyler Boyd,CIN,WR,5.6,2.9,9.4,22.93,76,108,70.37,1028,7,5.8,5.2,0.6,2018
76,T.Kelce,Travis Kelce,KC,TE,5.6,2.9,8.9,25.26,103,150,68.67,1336,10,5.8,4.6,1.3,2018
77,J.Doctson,Josh Doctson,WAS,WR,5.6,2.4,14.3,26.8,44,78,56.41,532,2,3.3,3.6,-0.3,2018
78,J.Cook,Jared Cook,OAK,TE,5.6,3,8,22.16,68,101,67.33,896,6,5.7,5.4,0.3,2018
79,T.Smith,Tre'Quan Smith,NO,WR,5.6,2.2,12.1,14.27,28,44,63.64,427,5,4.2,3.1,1.1,2018
80,A.Hooper,Austin Hooper,ATL,TE,5.6,3.2,6.7,11.26,71,88,80.68,660,4,3.5,3.8,-0.2,2018
81,P.Garcon,Pierre Garcon,SF,WR,5.6,2.8,8.8,10.29,24,46,52.17,286,1,4.7,4.7,0,2018
82,T.Williams,Tyrell Williams,LAC,WR,5.6,2.8,12.5,20.15,41,65,63.08,653,5,5.1,6,-0.8,2018
83,D.Njoku,David Njoku,CLE,TE,5.6,3.1,8.5,14.12,56,88,63.64,639,4,6,5.1,1,2018
84,A.Robinson,Allen Robinson,CHI,WR,5.5,2,11.9,25.02,55,94,58.51,754,4,4.5,3.9,0.6,2018
85,V.Mcdonald,Vance McDonald,PIT,TE,5.5,3.3,5.7,7.85,50,72,69.44,610,4,7.9,5.6,2.4,2018
86,S.Watkins,Sammy Watkins,KC,WR,5.5,3.5,8.4,8.74,40,55,72.73,519,3,6.2,6.2,0,2018
87,K.Benjamin,Kelvin Benjamin,KC,WR,5.5,1.7,15.9,21.41,25,67,37.31,380,1,2.8,2.8,0,2018
88,A.Jeffery,Alshon Jeffery,PHI,WR,5.5,2.5,10.8,22.68,65,92,70.65,840,6,4.7,3.8,0.9,2018
89,W.Fuller,Will Fuller,HOU,WR,5.4,3.3,14.6,14.93,32,45,71.11,503,4,5.5,4.7,0.8,2018
90,C.Williams,Chad Williams,ARI,WR,5.4,1.9,13.2,15.29,17,46,36.96,171,1,0.9,1.4,-0.5,2018
91,G.Kittle,George Kittle,SF,TE,5.4,3.3,7.3,25.32,88,136,64.71,1377,5,10.2,6.7,3.4,2018
92,W.Snead,Willie Snead,BAL,WR,5.4,3.1,8.3,16.85,62,95,65.26,651,1,4.8,4.2,0.7,2018
93,J.Ross,John Ross,CIN,WR,5.4,2.2,14,18.36,21,58,36.21,210,7,3.1,3.2,-0.1,2018
94,R.Cobb,Randall Cobb,GB,WR,5.4,2.9,8.2,8.84,38,61,62.3,383,2,6.5,6.4,0.1,2018
95,D.Pettis,Dante Pettis,SF,WR,5.4,3.4,11.8,13.52,27,45,60,467,5,7.6,5.5,2.1,2018
96,D.Hamilton,DaeSean Hamilton,DEN,WR,5.3,3.1,8.4,8.8,30,46,65.22,243,2,2.4,3.3,-0.9,2018
97,M.Gallup,Michael Gallup,DAL,WR,5.3,2.7,14,23.78,33,68,48.53,507,2,5.5,5.5,0,2018
98,J.Smith-Schuster,JuJu Smith-Schuster,PIT,WR,5.3,3,8.7,27.6,111,166,66.87,1383,7,6.1,6,0,2018
99,M.Crabtree,Michael Crabtree,BAL,WR,5.3,2.8,10.8,23.09,54,100,54,607,3,2.7,3.9,-1.2,2018
100,R.Seals-Jones,Ricky Seals-Jones,ARI,TE,5.3,2.7,9.8,17.06,34,69,49.28,343,1,3,3.5,-0.5,2018
101,K.Allen,Keenan Allen,LAC,WR,5.3,2.7,8.8,29.75,97,136,71.32,1196,6,4.4,4.7,-0.3,2018
102,M.Andrews,Mark Andrews,BAL,TE,5.2,2.9,10.5,11.17,34,50,68,552,3,6.5,5.3,1.2,2018
103,A.Miller,Anthony Miller,CHI,WR,5.2,3,11.3,13.71,33,54,61.11,423,7,5.4,5.4,-0.1,2018
104,B.Watson,Benjamin Watson,NO,TE,5.2,2.6,9.9,12.16,35,46,76.09,400,2,3,4,-0.9,2018
105,D.Baldwin,Doug Baldwin,SEA,WR,5.2,2.8,12.1,22.92,50,73,68.49,618,5,3.6,3.8,-0.2,2018
106,D.Goedert,Dallas Goedert,PHI,TE,5.2,3.3,7.7,7.74,33,44,75,334,4,5.7,5.2,0.5,2018
107,R.Griffin,Ryan Griffin,HOU,TE,5.1,3.4,7.9,7.71,24,43,55.81,305,0,6.8,5.6,1.1,2018
108,D.Parker,DeVante Parker,MIA,WR,5.1,2.5,11.9,15.67,24,47,51.06,306,1,4.5,4.5,0,2018
109,A.Brown,Antonio Brown,PIT,WR,5,2.6,11.2,36.07,104,168,61.9,1297,15,5,4.6,0.5,2018
110,C.Uzomah,C.J. Uzomah,CIN,TE,5,2.8,7.5,10.8,43,64,67.19,439,3,4.9,4.3,0.6,2018
111,D.Funchess,Devin Funchess,CAR,WR,5,2.3,12.7,24.21,44,79,55.7,549,4,1.8,2,-0.2,2018
112,A.Callaway,Antonio Callaway,CLE,WR,5,2.6,13.7,20.44,43,79,54.43,586,5,5.8,5.5,0.3,2018
113,M.Williams,Mike Williams,LAC,WR,4.9,2.1,15.2,24.85,43,66,65.15,664,10,3,2.6,0.3,2018
114,D.Hopkins,DeAndre Hopkins,HOU,WR,4.9,2.5,11.9,44.04,115,163,70.55,1572,11,3.7,4.1,-0.5,2018
115,K.Golladay,Kenny Golladay,DET,WR,4.9,2.3,12.6,37.56,70,119,58.82,1063,5,5.4,4.6,0.7,2018
116,D.Adams,Davante Adams,GB,WR,4.8,3,11.3,33.97,111,169,65.68,1386,13,4.6,4.7,-0.1,2018
117,D.Moore,David Moore,SEA,WR,4.7,2,16.4,22.47,26,53,49.06,445,5,3.7,3.4,0.3,2018
118,J.Gordon,Josh Gordon,NE,WR,4.7,2.1,14,22.9,41,71,57.75,737,4,7.1,4.8,2.3,2018
119,M.Thomas,Michael Thomas,NO,WR,4.6,2.7,7.7,30.27,125,147,85.03,1405,9,4.1,3.6,0.5,2018
120,C.Sutton,Courtland Sutton,DEN,WR,4.6,2.2,14.4,27.51,42,84,50,704,4,4.4,4.5,-0.1,2018
121,O.Howard,O.J. Howard,TB,TE,4.5,2.5,11.1,8.11,34,48,70.83,565,5,6.9,4.8,2.1,2018
122,A.Gates,Antonio Gates,LAC,TE,4.4,2.5,8.8,9.81,28,45,62.22,333,2,4.5,3.5,1.1,2018
123,A.Green,A.J. Green,CIN,WR,4.4,2,12.7,22.16,46,77,59.74,694,6,4.3,4.1,0.2,2018
124,M.Jones,Marvin Jones,DET,WR,4,2.2,15.2,23.68,35,62,56.45,508,5,3.1,2.3,0.8,2018
