,shortName,playerName,team,position,averageCushion,averageSeparation,averageTargetedAirYards,shareOfTeamAirYards,receptions,targets,catchPercentage,receivingYards,receivingTouchdowns,avgYAC,expectedAvgYAC,avgYACAboveExpectation,season,seasonType,week,gameId
364,M.Jones,Marvin Jones,DET,WR,5.2,2,11.8,35.05,6,8,75,54,0,0.7,1,-0.3,2017,REG,5,2017100802
365,D.Baldwin,Doug Baldwin,SEA,WR,5.1,2.2,9.6,26.58,4,8,50,37,0,2.7,3.3,-0.6,2017,REG,5,2017100808
366,G.Kittle,George Kittle,SF,TE,5.1,4.3,7,16.26,7,9,77.78,83,1,5.2,5.3,-0.1,2017,REG,5,2017100803
367,T.Kroft,Tyler Kroft,CIN,TE,5.1,1.4,8.2,13.92,4,5,80,38,0,3.8,3.9,-0.1,2017,REG,5,2017100800
368,K.Benjamin,Kelvin Benjamin,CAR,WR,5,1.9,11.3,28.41,4,6,66.67,58,1,1.5,1.8,-0.3,2017,REG,5,2017100802
369,C.Kupp,Cooper Kupp,LA,WR,5,2.2,13.1,19.25,3,8,37.5,44,0,3.4,6.5,-3.2,2017,REG,5,2017100808
370,Z.Ertz,Zach Ertz,PHI,TE,4.9,2.8,6.2,28,6,12,50,61,1,5.2,5.5,-0.2,2017,REG,5,2017100806
371,J.Cook,Jared Cook,OAK,TE,4.8,1.9,9.8,22.35,3,6,50,25,0,2.4,4.1,-1.8,2017,REG,5,2017100809
372,C.Brate,Cameron Brate,TB,TE,4.7,3.1,10.6,17.92,5,9,55.56,68,1,5.2,5.9,-0.8,2017,REG,5,2017100500
373,T.Austin,Tavon Austin,LA,WR,4.6,2.9,3.4,3.09,3,5,60,14,0,6.6,3.9,2.7,2017,REG,5,2017100808
374,B.LaFell,Brandon LaFell,CIN,WR,4.4,2.2,6.1,16.75,5,8,62.5,32,0,4.9,6.4,-1.5,2017,REG,5,2017100800
375,J.Maclin,Jeremy Maclin,BAL,WR,4.4,2.5,8.3,32.77,6,8,75,43,0,1.8,2.4,-0.7,2017,REG,5,2017100809
376,O.Beckham,Odell Beckham,NYG,WR,4.2,2.8,18.4,47.92,5,8,62.5,97,1,5.9,5.5,0.4,2017,REG,5,2017100805
377,Z.Jones,Zay Jones,BUF,WR,4.1,2.1,9,30.79,1,6,16.67,9,0,3.1,6.3,-3.2,2017,REG,5,2017100800
378,J.Witten,Jason Witten,DAL,TE,4.1,3,6.7,21.57,8,10,80,61,0,1.4,3.5,-2,2017,REG,5,2017100810
379,K.Aiken,Kamar Aiken,IND,WR,3.8,1.5,14.6,24.74,2,7,28.57,22,0,1.2,1.1,0.1,2017,REG,5,2017100803
380,A.Thielen,Adam Thielen,MIN,WR,3.7,2.2,9.7,42.85,5,8,62.5,34,0,1,2.4,-1.4,2017,REG,5,2017100900
381,D.Adams,Davante Adams,GB,WR,3.7,2.2,6.5,32.43,7,11,63.64,66,2,2.4,3,-0.6,2017,REG,5,2017100810
382,A.Green,A.J. Green,CIN,WR,3.3,2.3,12.6,55.73,7,13,53.85,189,1,13.3,11.4,1.9,2017,REG,5,2017100800
383,M.Crabtree,Michael Crabtree,OAK,WR,3.3,2.1,14.4,44.05,6,8,75,82,1,2.7,2.2,0.5,2017,REG,5,2017100809
384,D.Bryant,Dez Bryant,DAL,WR,2.7,1.9,12.7,32.59,5,8,62.5,52,1,3.7,2.7,0.9,2017,REG,5,2017100810
385,D.Robinson,Demarcus Robinson,KC,WR,11.2,5.4,13,22.45,1,5,20,16,0,1.1,2.5,-1.4,2017,REG,6,2017101509
386,T.Hill,Tyreek Hill,KC,WR,9.9,3.7,10.4,25.15,5,7,71.43,34,0,3.5,3.7,-0.2,2017,REG,6,2017101509
387,J.Reed,Jordan Reed,WAS,TE,9.6,2.7,9,15.41,4,5,80,37,0,4.2,3,1.2,2017,REG,6,2017101506
388,R.Woods,Robert Woods,LA,WR,8.9,3.1,12.1,35.97,5,7,71.43,70,0,2.2,4.5,-2.4,2017,REG,6,2017101508
389,K.Benjamin,Kelvin Benjamin,CAR,WR,8.8,1.8,10.3,34.77,9,13,69.23,99,0,1.6,0.9,0.8,2017,REG,6,2017101200
390,D.Njoku,David Njoku,CLE,TE,8.6,2,3.8,5.67,2,5,40,0,0,0.6,2.5,-1.9,2017,REG,6,2017101502
391,D.Walker,Delanie Walker,TEN,TE,8,2.7,6.4,19.24,4,8,50,17,0,5.2,6.5,-1.3,2017,REG,6,2017101600
392,C.Moore,Chris Moore,BAL,WR,8,2.5,12.4,29.73,3,7,42.86,44,0,4.4,2,2.5,2017,REG,6,2017101501
393,A.Humphries,Adam Humphries,TB,WR,7.8,2.1,6.8,10.22,6,7,85.71,51,0,3.3,3.6,-0.3,2017,REG,6,2017101507
394,K.Williams,Kasen Williams,CLE,WR,7.4,2.9,11,19.44,4,6,66.67,41,0,4.1,2.4,1.7,2017,REG,6,2017101502
395,R.Louis,Ricardo Louis,CLE,WR,7.3,2.8,20.2,41.66,3,7,42.86,25,0,-0.1,0.3,-0.4,2017,REG,6,2017101502
396,D.Funchess,Devin Funchess,CAR,WR,7.2,1.6,11.1,26.06,3,9,33.33,36,0,2.8,2.7,0.1,2017,REG,6,2017101200
397,J.Crowder,Jamison Crowder,WAS,WR,7.1,2.8,4.7,7.99,3,5,60,15,0,1.4,2.6,-1.2,2017,REG,6,2017101506
398,G.Kittle,George Kittle,SF,TE,7.1,2.1,10.7,18.11,4,8,50,46,0,3.1,3,0,2017,REG,6,2017101506
399,M.Thomas,Michael Thomas,NO,WR,7.1,3.2,2.4,8.68,3,5,60,11,0,2.5,2.8,-0.3,2017,REG,6,2017101504
400,M.Goodwin,Marquise Goodwin,SF,WR,6.9,2.4,14.5,15.37,2,5,40,26,0,0.8,4,-3.2,2017,REG,6,2017101506
401,L.Fitzgerald,Larry Fitzgerald,ARI,WR,6.9,2.9,9.7,43.74,10,11,90.91,138,1,4.1,3.6,0.5,2017,REG,6,2017101507
402,A.Brown,Antonio Brown,PIT,WR,6.7,4.1,10,45.83,8,10,80,155,1,8.3,5.3,3,2017,REG,6,2017101509
403,A.Seferian-Jenkins,Austin Seferian-Jenkins,NYJ,TE,6.7,2.4,7.2,18.67,8,11,72.73,46,1,2.3,1.9,0.5,2017,REG,6,2017101505
404,R.Shepard,Russell Shepard,CAR,WR,6.7,4.2,9.1,14.29,2,6,33.33,12,0,0.3,1.2,-0.8,2017,REG,6,2017101200
405,W.Fuller,Will Fuller,HOU,WR,6.6,3.1,19.9,48.19,2,5,40,62,1,15.8,12.6,3.2,2017,REG,6,2017101502
406,N.Agholor,Nelson Agholor,PHI,WR,6.6,4.1,4.8,12.11,4,7,57.14,55,1,9,12.9,-4,2017,REG,6,2017101200
407,A.Hooper,Austin Hooper,ATL,TE,6.6,2.8,8.5,27.08,7,9,77.78,48,0,2.2,3.1,-0.8,2017,REG,6,2017101500
408,D.Adams,Davante Adams,GB,WR,6.5,2.8,9.4,36.75,5,10,50,54,1,1.4,4.1,-2.7,2017,REG,6,2017101503
409,M.Evans,Mike Evans,TB,WR,6.4,1.2,21.3,36.31,3,8,37.5,95,1,1.9,2.3,-0.4,2017,REG,6,2017101507
410,P.Garcon,Pierre Garcon,SF,WR,6.2,1.8,13.4,34.08,5,12,41.67,55,0,3.2,2.1,1.1,2017,REG,6,2017101506
411,M.Lee,Marqise Lee,JAX,WR,6.2,3.2,8.8,49.79,5,10,50,83,0,10.8,6.8,4,2017,REG,6,2017101508
412,T.Taylor,Trent Taylor,SF,WR,6.1,2.5,7.3,7.77,2,5,40,11,0,1.3,1.4,-0.1,2017,REG,6,2017101506
413,D.Jackson,DeSean Jackson,TB,WR,6.1,2,18.8,24.09,3,6,50,38,1,4,5.2,-1.3,2017,REG,6,2017101507
414,J.Landry,Jarvis Landry,MIA,WR,6,2.9,5.3,35.23,8,14,57.14,62,1,4.7,3.9,0.8,2017,REG,6,2017101500
415,K.Allen,Keenan Allen,LAC,WR,5.9,2.6,7.2,31.98,5,9,55.56,45,0,3.3,5.5,-2.2,2017,REG,6,2017101510
416,C.Brate,Cameron Brate,TB,TE,5.9,2.7,11.3,19.26,6,8,75,76,1,2.5,2.7,-0.2,2017,REG,6,2017101507
417,D.Moncrief,Donte Moncrief,IND,WR,5.9,2.6,11.5,36.11,5,7,71.43,67,0,4.5,3.9,0.6,2017,REG,6,2017101600
418,E.Dickson,Ed Dickson,CAR,TE,5.8,3.9,6.8,14.12,4,8,50,36,0,6.2,6.8,-0.7,2017,REG,6,2017101200
419,A.Cooper,Amari Cooper,OAK,WR,5.7,2.9,6.8,23.48,5,6,83.33,28,0,2.6,4.2,-1.6,2017,REG,6,2017101510
420,T.Jones,T.J. Jones,DET,WR,5.7,2.9,7.2,19.33,3,9,33.33,33,0,6.3,4.7,1.6,2017,REG,6,2017101504
421,R.Grant,Ryan Grant,WAS,WR,5.7,1.9,16.3,27.97,3,5,60,39,0,3.4,2.6,0.8,2017,REG,6,2017101506
422,B.Cooks,Brandin Cooks,NE,WR,5.6,3.7,11.7,22.61,6,9,66.67,93,0,2.4,3.2,-0.8,2017,REG,6,2017101505
423,E.Decker,Eric Decker,TEN,WR,5.6,2.8,9.2,31.08,7,9,77.78,88,0,2.2,2.3,-0.1,2017,REG,6,2017101600
424,A.Thielen,Adam Thielen,MIN,WR,5.3,3.8,11.2,55.28,9,13,69.23,96,0,3.4,3.5,-0.1,2017,REG,6,2017101503
425,D.Thomas,Demaryius Thomas,DEN,WR,5.3,1.9,10.5,30.5,10,14,71.43,133,0,2.7,2.5,0.2,2017,REG,6,2017101511
426,T.Gabriel,Taylor Gabriel,ATL,WR,5.2,1.8,11.1,31.47,4,8,50,39,0,5.1,5.4,-0.4,2017,REG,6,2017101500
427,J.Thomas,Julius Thomas,MIA,TE,5.2,1.9,11.4,27.19,3,5,60,22,0,0.3,1.7,-1.4,2017,REG,6,2017101500
428,T.Pryor,Terrelle Pryor,WAS,WR,5.2,2,10.8,18.57,3,5,60,23,0,-0.3,-0.1,-0.1,2017,REG,6,2017101506
429,M.Campanaro,Michael Campanaro,BAL,WR,5.2,2.6,10.1,17.18,3,5,60,24,0,1.2,1.1,0.1,2017,REG,6,2017101501
430,B.Fowler,Bennie Fowler,DEN,WR,5.1,1.2,9.5,15.86,3,8,37.5,21,0,1.3,1.2,0.1,2017,REG,6,2017101511
431,M.Wallace,Mike Wallace,BAL,WR,5,3.7,7.4,12.65,3,5,60,30,0,5.1,5.5,-0.4,2017,REG,6,2017101501
432,J.Nelson,Jordy Nelson,GB,WR,4.9,1.9,12.5,48.98,6,10,60,60,0,1.5,2.4,-0.9,2017,REG,6,2017101503
433,M.Crabtree,Michael Crabtree,OAK,WR,4.9,2.7,8.6,49.33,6,10,60,52,1,3.4,4.2,-0.9,2017,REG,6,2017101510
434,H.Henry,Hunter Henry,LAC,TE,4.8,4,10.9,37.74,5,7,71.43,90,0,10.3,6.9,3.4,2017,REG,6,2017101510
435,J.Jones,Julio Jones,ATL,WR,4.8,3.3,5.6,13.98,6,7,85.71,72,0,6.2,5.3,0.9,2017,REG,6,2017101500
436,A.Robinson,Aldrick Robinson,SF,WR,4.6,5.1,15.8,16.7,2,5,40,66,1,4.8,4.4,0.4,2017,REG,6,2017101506
437,K.Rudolph,Kyle Rudolph,MIN,TE,4.6,2.3,8,27.39,5,9,55.56,47,0,5.6,7.8,-2.2,2017,REG,6,2017101503
438,Z.Ertz,Zach Ertz,PHI,TE,4.5,1.3,10.2,18.5,2,5,40,18,2,,,,2017,REG,6,2017101200
439,J.Doyle,Jack Doyle,IND,TE,4.5,3.7,4.3,21.25,7,11,63.64,50,1,5.1,6,-1,2017,REG,6,2017101600
440,A.Jeffery,Alshon Jeffery,PHI,WR,4.3,1.3,12.6,45.59,4,10,40,71,0,4.4,3.9,0.5,2017,REG,6,2017101200
441,R.Anderson,Robby Anderson,NYJ,WR,4.3,3.3,15.1,42.71,4,12,33.33,76,0,9.6,8.2,1.4,2017,REG,6,2017101505
442,B.Watson,Benjamin Watson,BAL,TE,4.2,3.5,3.5,9.59,6,8,75,28,0,3.2,4.9,-1.7,2017,REG,6,2017101501
443,T.Kelce,Travis Kelce,KC,TE,4.2,1.7,8.3,20.07,4,7,57.14,37,0,2.4,2,0.4,2017,REG,6,2017101509
444,E.Sanders,Emmanuel Sanders,DEN,WR,4.1,1.9,9.6,16.05,5,8,62.5,76,0,5.9,2.7,3.2,2017,REG,6,2017101511
445,D.Amendola,Danny Amendola,NE,WR,4.1,2.7,10.3,11.11,3,5,60,40,0,2,5.4,-3.4,2017,REG,6,2017101505
446,G.Tate,Golden Tate,DET,WR,4,2.1,2.9,6.14,7,7,100,96,1,10.8,3.5,7.2,2017,REG,6,2017101504
447,R.Griffin,Ryan Griffin,HOU,TE,3.8,3.5,7.2,28.04,3,8,37.5,52,0,10.5,7.3,3.2,2017,REG,6,2017101502
448,E.Engram,Evan Engram,NYG,TE,3.6,2.5,6.1,55.68,5,7,71.43,82,1,11.3,9.9,1.4,2017,REG,6,2017101511
449,M.Jones,Marvin Jones,DET,WR,3.5,1.8,12.9,54.07,6,14,42.86,96,1,3.4,3.2,0.2,2017,REG,6,2017101504
450,R.Gronkowski,Rob Gronkowski,NE,TE,3,2.1,9.9,21.16,6,10,60,83,2,6.7,5.2,1.5,2017,REG,6,2017101505
451,R.Woods,Robert Woods,LA,WR,9,3.1,8.5,22.91,5,7,71.43,59,0,3.5,4.2,-0.7,2017,REG,7,2017102205
452,J.Doctson,Josh Doctson,WAS,WR,8.9,3.3,11.8,21.53,3,5,60,39,0,6.6,3.6,3.1,2017,REG,7,2017102300
453,C.Kupp,Cooper Kupp,LA,WR,8.7,2.4,7.8,29.93,4,10,40,51,1,8.4,6.2,2.2,2017,REG,7,2017102205
454,B.Fowler,Bennie Fowler,DEN,WR,8.4,5.9,5.2,12.61,5,5,100,45,0,3.8,6.5,-2.7,2017,REG,7,2017102210
455,T.Hilton,T.Y. Hilton,IND,WR,8.4,2.5,13,36.26,2,8,25,27,0,0.9,0.6,0.4,2017,REG,7,2017102204
456,R.Matthews,Rishard Matthews,TEN,WR,7.7,2.5,10.5,21.74,3,6,50,40,0,3.8,2.3,1.5,2017,REG,7,2017102202
457,A.Green,A.J. Green,CIN,WR,7.7,2.2,16.6,35.09,3,6,50,41,0,0.7,1.2,-0.5,2017,REG,7,2017102208
458,D.Funchess,Devin Funchess,CAR,WR,7.7,3.3,9.8,27.24,4,8,50,41,0,6,10.5,-4.4,2017,REG,7,2017102201
459,B.Watson,Benjamin Watson,BAL,TE,7.6,3.6,3.8,8.89,5,5,100,38,0,3.8,5.4,-1.6,2017,REG,7,2017102207
460,C.Hogan,Chris Hogan,NE,WR,7.6,2.8,9.6,26.56,4,6,66.67,71,0,8.1,5.6,2.5,2017,REG,7,2017102212
461,T.Kelce,Travis Kelce,KC,TE,7.6,4.1,9,16.88,4,5,80,33,1,1.8,3.6,-1.8,2017,REG,7,2017101900
462,T.Ginn,Ted Ginn,NO,WR,7.6,5,6,16.49,7,7,100,141,0,14.1,11,3.1,2017,REG,7,2017102203
463,J.Brown,Jaron Brown,ARI,WR,7.3,1.9,14.1,22.21,2,5,40,37,0,4.9,3.9,1.1,2017,REG,7,2017102205
464,K.Allen,Keenan Allen,LAC,WR,7.2,1.3,12,74.66,3,7,42.86,41,0,1.8,1.1,0.8,2017,REG,7,2017102210
465,T.Hill,Tyreek Hill,KC,WR,7.2,3.3,11.6,34.89,6,8,75,125,1,7,7.5,-0.4,2017,REG,7,2017101900
466,C.Moore,Chris Moore,BAL,WR,7,1.3,17.3,65.46,2,8,25,36,1,3.8,4.8,-1,2017,REG,7,2017102207
467,E.Engram,Evan Engram,NYG,TE,6.9,3.3,8.7,37.81,6,12,50,60,1,7.3,5,2.4,2017,REG,7,2017102211
468,D.Robinson,Demarcus Robinson,KC,WR,6.9,4.3,8.9,26.67,5,8,62.5,69,0,4.2,7.2,-3,2017,REG,7,2017101900
469,T.Taylor,Trent Taylor,SF,WR,6.9,2.2,3.8,8.13,5,5,100,39,0,4,5.2,-1.2,2017,REG,7,2017102209
470,D.Adams,Davante Adams,GB,WR,6.9,3,8,16.96,2,5,40,12,0,2.3,6.1,-3.8,2017,REG,7,2017102203
471,O.Howard,O.J. Howard,TB,TE,6.7,7.3,11.6,15.55,6,6,100,98,2,4.4,5.1,-0.7,2017,REG,7,2017102200
472,Z.Jones,Zay Jones,BUF,WR,6.6,2.7,14.7,33.84,2,9,22.22,17,0,1.5,1.4,0.2,2017,REG,7,2017102200
473,T.Lockett,Tyler Lockett,SEA,WR,6.6,2.3,12.9,23.53,4,7,57.14,29,0,2.4,2.9,-0.4,2017,REG,7,2017102211
474,R.Anderson,Robby Anderson,NYJ,WR,6.5,3.1,10.7,25.57,3,5,60,35,1,1.6,1.6,0,2017,REG,7,2017102206
475,M.Goodwin,Marquise Goodwin,SF,WR,6.5,2.8,10.6,35.95,4,8,50,80,0,8.7,7.4,1.3,2017,REG,7,2017102209
476,G.Whalen,Griff Whalen,BAL,WR,6.4,2.4,8.9,25.19,4,6,66.67,23,0,0.8,1.7,-0.9,2017,REG,7,2017102207
477,A.Hurns,Allen Hurns,JAX,WR,6.3,3.2,11,30.63,5,8,62.5,101,0,10.6,9.1,1.5,2017,REG,7,2017102204
478,S.Watkins,Sammy Watkins,LA,WR,6.3,3.2,15.7,30.2,3,5,60,42,0,2.3,2.2,0.1,2017,REG,7,2017102205
479,H.Henry,Hunter Henry,LAC,TE,6.3,2.9,6.2,27.59,4,5,80,73,0,12.7,8.1,4.6,2017,REG,7,2017102210
480,J.Nelson,J.J. Nelson,ARI,WR,6,2.8,14.4,22.63,2,5,40,39,0,3.6,4,-0.4,2017,REG,7,2017102205
481,C.Brate,Cameron Brate,TB,TE,5.9,2.7,9,18,6,9,66.67,60,0,2.4,2.4,0,2017,REG,7,2017102200
482,R.Gronkowski,Rob Gronkowski,NE,TE,5.8,2.2,13.9,44.84,3,7,42.86,51,0,4.2,3.6,0.6,2017,REG,7,2017102212
483,E.Dickson,Ed Dickson,CAR,TE,5.8,0.7,9.8,17.06,3,5,60,18,0,0.3,0.9,-0.6,2017,REG,7,2017102201
484,P.Garcon,Pierre Garcon,SF,WR,5.8,3.4,7.9,23.49,5,7,71.43,49,0,4.2,4.3,-0.1,2017,REG,7,2017102209
485,B.LaFell,Brandon LaFell,CIN,WR,5.7,3.4,10.5,25.9,4,7,57.14,28,1,1.7,2.2,-0.5,2017,REG,7,2017102208
486,J.Reed,Jordan Reed,WAS,TE,5.7,2.5,7.5,27.57,8,10,80,64,2,1.5,1.3,0.2,2017,REG,7,2017102300
487,J.Crowder,Jamison Crowder,WAS,WR,5.7,2.3,11.2,24.66,2,6,33.33,28,0,4.8,1.4,3.4,2017,REG,7,2017102300
488,D.Njoku,David Njoku,CLE,TE,5.6,1.5,20,34.91,2,5,40,58,0,8.5,8.1,0.4,2017,REG,7,2017102202
489,J.Doyle,Jack Doyle,IND,TE,5.5,4.3,3.1,7.62,6,7,85.71,44,0,4.6,6.1,-1.4,2017,REG,7,2017102204
490,J.Cook,Jared Cook,OAK,TE,5.5,2.2,11.4,13.9,6,7,85.71,107,0,6.6,6,0.6,2017,REG,7,2017101900
491,M.Thomas,Michael Thomas,NO,WR,5.5,2.3,13.4,57.7,7,11,63.64,82,0,2.8,2.5,0.3,2017,REG,7,2017102203
492,D.Jackson,DeSean Jackson,TB,WR,5.4,3.7,14.8,26.53,5,8,62.5,73,0,8,7.4,0.6,2017,REG,7,2017102200
493,K.Rudolph,Kyle Rudolph,MIN,TE,5.3,3.7,4.9,17.75,5,7,71.43,43,0,6.7,7.4,-0.7,2017,REG,7,2017102207
494,K.Stills,Kenny Stills,MIA,WR,5.2,2.2,13.8,35.87,6,9,66.67,85,2,1.4,1.3,0.1,2017,REG,7,2017102206
495,J.Landry,Jarvis Landry,MIA,WR,5.1,3.4,10.3,32.77,7,11,63.64,93,1,4.5,5.3,-0.8,2017,REG,7,2017102206
496,B.Cooks,Brandin Cooks,NE,WR,5,2,9.9,22.89,4,5,80,65,1,5.7,4.5,1.2,2017,REG,7,2017102212
497,J.Graham,Jimmy Graham,SEA,TE,4.9,2.4,8.5,13.26,3,6,50,51,1,9.9,2.8,7.1,2017,REG,7,2017102211
498,R.Lewis,Roger Lewis,NYG,WR,4.9,1.1,8.7,18.94,1,6,16.67,12,0,-0.2,0.9,-1.1,2017,REG,7,2017102211
499,M.Lee,Marqise Lee,JAX,WR,4.8,3.6,14.6,30.5,4,6,66.67,72,0,10.1,3.2,6.9,2017,REG,7,2017102204
500,K.Benjamin,Kelvin Benjamin,CAR,WR,4.8,1.7,14.6,30.56,3,6,50,65,0,2.5,3.2,-0.7,2017,REG,7,2017102201
501,D.Walker,Delanie Walker,TEN,TE,4.6,2.5,11.8,40.76,7,10,70,63,0,2.6,3.8,-1.3,2017,REG,7,2017102202
502,A.Thielen,Adam Thielen,MIN,WR,4.6,2.6,6.2,38.31,5,12,41.67,41,0,5.8,6.6,-0.8,2017,REG,7,2017102207
503,J.Jones,Julio Jones,ATL,WR,4.5,2.7,12.1,53.48,9,13,69.23,99,1,3.9,4.6,-0.8,2017,REG,7,2017102212
504,N.Agholor,Nelson Agholor,PHI,WR,4.4,2.7,7.3,10.69,4,5,80,45,1,3.2,2.5,0.7,2017,REG,7,2017102300
505,D.Thomas,Demaryius Thomas,DEN,WR,4.4,2.5,6.6,19.26,2,6,33.33,9,0,3.7,4.1,-0.4,2017,REG,7,2017102210
506,D.Bryant,Dez Bryant,DAL,WR,4.3,2.6,7,43.6,7,10,70,63,1,5.3,3.6,1.8,2017,REG,7,2017102209
507,A.Brown,Antonio Brown,PIT,WR,4.1,1.9,18.4,54.62,4,10,40,65,1,2.1,1.7,0.3,2017,REG,7,2017102208
508,A.Cooper,Amari Cooper,OAK,WR,4,2.9,13.2,43.51,11,19,57.89,210,2,7.4,4.1,3.3,2017,REG,7,2017101900
509,K.Britt,Kenny Britt,CLE,WR,3.9,3,15,26.23,2,5,40,7,0,0.4,1.1,-0.7,2017,REG,7,2017102202
510,A.Derby,A.J. Derby,DEN,TE,3.8,3.5,9.2,31.17,6,7,85.71,66,0,3.3,4,-0.7,2017,REG,7,2017102210
511,D.Baldwin,Doug Baldwin,SEA,WR,3.8,3.1,13.5,42.34,9,12,75,92,1,3,4.2,-1.1,2017,REG,7,2017102211
512,M.Evans,Mike Evans,TB,WR,3.7,2.2,13.5,30.24,7,10,70,91,1,2.5,2,0.5,2017,REG,7,2017102200
513,M.Sanu,Mohamed Sanu,ATL,WR,3.7,3.2,11,37.23,6,10,60,65,0,3,3.3,-0.4,2017,REG,7,2017102212
514,M.Crabtree,Michael Crabtree,OAK,WR,3.4,2.1,12.4,15.09,3,7,42.86,24,1,1.3,2.4,-1.1,2017,REG,7,2017101900
515,S.Roberts,Seth Roberts,OAK,WR,3.3,1.1,16.4,17.08,1,6,16.67,15,0,9.1,6.3,2.8,2017,REG,7,2017101900
516,T.Rudolph,Travis Rudolph,NYG,WR,3.2,2,6.9,15.12,3,6,50,32,0,4.3,2.8,1.5,2017,REG,7,2017102211
517,Z.Ertz,Zach Ertz,PHI,TE,3.2,2.2,10.9,15.94,5,5,100,89,1,6.9,4.4,2.5,2017,REG,7,2017102300
518,A.Jeffery,Alshon Jeffery,PHI,WR,2.3,0.9,15.1,26.5,2,6,33.33,37,0,8.4,6,2.5,2017,REG,7,2017102300
519,A.Seferian-Jenkins,Austin Seferian-Jenkins,NYJ,TE,,3.6,11.8,28.29,3,5,60,21,1,1.9,4.2,-2.3,2017,REG,7,2017102206
520,T.Jones,T.J. Jones,DET,WR,8.7,2.2,17.5,28.05,4,8,50,88,0,3.6,5.2,-1.6,2017,REG,8,2017102910
521,D.Funchess,Devin Funchess,CAR,WR,8.4,2.7,22.3,41.99,2,6,33.33,11,0,4.6,8.6,-4,2017,REG,8,2017102907
522,T.McBride,Tre McBride,CHI,WR,8.3,4.3,14.9,27.37,3,5,60,92,0,17.2,14.7,2.5,2017,REG,8,2017102904
523,E.Dickson,Ed Dickson,CAR,TE,7.9,1.9,7.1,11.19,4,5,80,24,0,0.8,2,-1.1,2017,REG,8,2017102907
524,D.Baldwin,Doug Baldwin,SEA,WR,7.9,2.8,9.9,17.53,6,10,60,54,0,1.9,2.5,-0.7,2017,REG,8,2017102908
525,P.Richardson,Paul Richardson,SEA,WR,7.9,1.4,17.7,21.78,6,7,85.71,105,2,0.5,1.1,-0.5,2017,REG,8,2017102908
526,D.Jackson,DeSean Jackson,TB,WR,7.9,2.6,14.9,31.76,3,8,37.5,37,0,2.1,4.7,-2.6,2017,REG,8,2017102907
527,A.Humphries,Adam Humphries,TB,WR,7.3,3.6,2.9,4.57,4,6,66.67,26,0,5.4,6.3,-0.8,2017,REG,8,2017102907
528,J.Cook,Jared Cook,OAK,TE,7.2,3.3,6.2,10.32,4,5,80,57,0,6.8,5.6,1.1,2017,REG,8,2017102901
529,T.Lockett,Tyler Lockett,SEA,WR,7.1,3.1,17.9,25.2,6,8,75,121,0,3.5,3.7,-0.3,2017,REG,8,2017102908
530,J.Doyle,Jack Doyle,IND,TE,7,3,6.8,34,12,14,85.71,121,1,3.5,3.5,0,2017,REG,8,2017102902
531,J.Smith-Schuster,JuJu Smith-Schuster,PIT,WR,6.9,2.8,11.2,28.4,7,10,70,193,1,17.3,9.9,7.4,2017,REG,8,2017102910
532,W.Fuller,Will Fuller,HOU,WR,6.9,3,25.1,45.96,5,8,62.5,125,2,3.9,3.9,-0.1,2017,REG,8,2017102908
533,G.Tate,Golden Tate,DET,WR,6.9,2.1,8,12.86,7,8,87.5,86,0,3.5,4.4,-0.9,2017,REG,8,2017102910
534,J.Crowder,Jamison Crowder,WAS,WR,6.7,3.3,8.3,49.95,9,13,69.23,123,0,5.3,5.5,-0.2,2017,REG,8,2017102909
535,T.Hilton,T.Y. Hilton,IND,WR,6.6,1,16.2,40.51,2,7,28.57,15,0,4.6,3.4,1.2,2017,REG,8,2017102902
536,J.Graham,Jimmy Graham,SEA,TE,6.6,2.5,8.8,7.78,4,5,80,39,2,2.2,1.9,0.2,2017,REG,8,2017102908
537,D.Njoku,David Njoku,CLE,TE,6.5,4.6,8.6,32.27,2,7,28.57,19,0,9.1,7.4,1.7,2017,REG,8,2017102900
538,T.Benjamin,Travis Benjamin,LAC,WR,6.5,3.8,10.9,29.61,5,9,55.56,64,1,3.3,3.5,-0.3,2017,REG,8,2017102903
539,E.Ebron,Eric Ebron,DET,TE,6.5,3,11.9,14.24,2,6,33.33,58,0,19.4,12.7,6.7,2017,REG,8,2017102910
540,K.Benjamin,Kelvin Benjamin,CAR,WR,6.3,1.6,13.1,28.83,3,7,42.86,39,1,1.6,1.9,-0.3,2017,REG,8,2017102907
541,J.Maclin,Jeremy Maclin,BAL,WR,6.1,2,13.2,52.55,3,5,60,53,1,1,1.7,-0.8,2017,REG,8,2017102600
542,K.Wright,Kendall Wright,CHI,WR,6,2.4,11.5,33.63,2,8,25,23,0,2.3,3,-0.7,2017,REG,8,2017102904
543,J.Kearse,Jermaine Kearse,NYJ,WR,5.9,2.3,8.8,20.51,2,5,40,14,0,2.5,2.7,-0.2,2017,REG,8,2017102905
544,D.Amendola,Danny Amendola,NE,WR,5.9,2.6,6.5,10.31,2,6,33.33,14,0,5.3,6.6,-1.3,2017,REG,8,2017102903
545,K.Rudolph,Kyle Rudolph,MIN,TE,5.9,2.6,6.1,15.93,6,7,85.71,27,1,1,2.1,-1.1,2017,REG,8,2017102900
546,T.Hill,Tyreek Hill,KC,WR,5.8,2.1,10.9,22.33,2,6,33.33,38,0,9.8,10.5,-0.7,2017,REG,8,2017103000
